scheduler,seed,total_steps,avg_wait_pct,status
simple,100,596,39.81,SUCCESS
simple,101,643,41.33,SUCCESS
simple,102,672,40.18,SUCCESS
simple,103,768,38.83,SUCCESS
simple,104,627,39.71,SUCCESS
simple,105,721,40.08,SUCCESS
simple,106,712,43.75,SUCCESS
simple,107,814,39.93,SUCCESS
simple,108,687,42.36,SUCCESS
simple,109,635,44.25,SUCCESS
simple,110,599,45.99,SUCCESS
simple,111,639,45.46,SUCCESS
simple,112,643,43.66,SUCCESS
simple,113,772,42.29,SUCCESS
simple,114,762,41.5,SUCCESS
simple,115,658,47.42,SUCCESS
simple,116,650,41.54,SUCCESS
simple,117,734,39.1,SUCCESS
simple,118,676,43.82,SUCCESS
simple,119,693,44.23,SUCCESS
simple,120,726,45.97,SUCCESS
simple,121,647,42.39,SUCCESS
simple,122,711,38.15,SUCCESS
simple,123,718,44.57,SUCCESS
simple,124,575,37.7,SUCCESS
simple,125,694,44.31,SUCCESS
simple,126,751,43.01,SUCCESS
simple,127,557,42.55,SUCCESS
simple,128,795,42.26,SUCCESS
simple,129,602,45.93,SUCCESS
heft,100,624,42.11,SUCCESS
heft,101,609,40.56,SUCCESS
heft,102,685,42.52,SUCCESS
heft,103,751,38.68,SUCCESS
heft,104,649,41.45,SUCCESS
heft,105,749,44.99,SUCCESS
heft,106,683,44.03,SUCCESS
heft,107,825,40.45,SUCCESS
heft,108,675,40.04,SUCCESS
heft,109,668,46.63,SUCCESS
heft,110,630,46.9,SUCCESS
heft,111,626,44.93,SUCCESS
heft,112,675,43.96,SUCCESS
heft,113,791,41.97,SUCCESS
heft,114,710,38.98,SUCCESS
heft,115,627,48.13,SUCCESS
heft,116,674,44.29,SUCCESS
heft,117,724,40.09,SUCCESS
heft,118,698,45.2,SUCCESS
heft,119,684,46.67,SUCCESS
heft,120,740,46.76,SUCCESS
heft,121,673,43.57,SUCCESS
heft,122,725,39.9,SUCCESS
heft,123,646,39.24,SUCCESS
heft,124,559,38.51,SUCCESS
heft,125,693,43.87,SUCCESS
heft,126,786,45.58,SUCCESS
heft,127,548,42.11,SUCCESS
heft,128,736,38.32,SUCCESS
heft,129,583,42.58,SUCCESS
dls,100,612,41.54,SUCCESS
dls,101,616,39.04,SUCCESS
dls,102,689,41.15,SUCCESS
dls,103,756,39.25,SUCCESS
dls,104,680,43.24,SUCCESS
dls,105,688,37.86,SUCCESS
dls,106,669,41.78,SUCCESS
dls,107,784,40.43,SUCCESS
dls,108,673,42.9,SUCCESS
dls,109,654,41.82,SUCCESS
dls,110,597,44.93,SUCCESS
dls,111,606,41.87,SUCCESS
dls,112,637,42.78,SUCCESS
dls,113,770,40.06,SUCCESS
dls,114,723,39.38,SUCCESS
dls,115,628,49.24,SUCCESS
dls,116,654,43.16,SUCCESS
dls,117,752,41.56,SUCCESS
dls,118,653,42.57,SUCCESS
dls,119,636,38.92,SUCCESS
dls,120,703,41.07,SUCCESS
dls,121,654,41.55,SUCCESS
dls,122,721,37.41,SUCCESS
dls,123,706,43.13,SUCCESS
dls,124,601,43.01,SUCCESS
dls,125,679,41.53,SUCCESS
dls,126,748,42.41,SUCCESS
dls,127,537,41.06,SUCCESS
dls,128,754,38.93,SUCCESS
dls,129,541,40.85,SUCCESS
heft-dls,100,613,39.68,SUCCESS
heft-dls,101,617,36.39,SUCCESS
heft-dls,102,657,39.61,SUCCESS
heft-dls,103,782,41.3,SUCCESS
heft-dls,104,639,38.5,SUCCESS
heft-dls,105,716,36.03,SUCCESS
heft-dls,106,686,43.37,SUCCESS
heft-dls,107,769,34.66,SUCCESS
heft-dls,108,642,39.37,SUCCESS
heft-dls,109,625,43.36,SUCCESS
heft-dls,110,625,45.0,SUCCESS
heft-dls,111,619,41.92,SUCCESS
heft-dls,112,628,44.9,SUCCESS
heft-dls,113,737,40.81,SUCCESS
heft-dls,114,716,38.09,SUCCESS
heft-dls,115,577,43.8,SUCCESS
heft-dls,116,621,39.9,SUCCESS
heft-dls,117,716,37.92,SUCCESS
heft-dls,118,656,41.69,SUCCESS
heft-dls,119,655,40.99,SUCCESS
heft-dls,120,684,42.32,SUCCESS
heft-dls,121,667,41.19,SUCCESS
heft-dls,122,709,39.32,SUCCESS
heft-dls,123,672,42.78,SUCCESS
heft-dls,124,583,42.02,SUCCESS
heft-dls,125,681,40.86,SUCCESS
heft-dls,126,736,43.61,SUCCESS
heft-dls,127,552,43.75,SUCCESS
heft-dls,128,701,34.17,SUCCESS
heft-dls,129,587,44.42,SUCCESS
