scheduler,seed,total_steps,avg_wait_pct,status
simple,100,1002,46.21,SUCCESS
simple,101,1021,42.31,SUCCESS
simple,102,1045,43.68,SUCCESS
simple,103,1104,41.49,SUCCESS
simple,104,973,42.34,SUCCESS
simple,105,1043,42.5,SUCCESS
simple,106,1079,41.5,SUCCESS
simple,107,1091,40.72,SUCCESS
simple,108,1083,39.8,SUCCESS
simple,109,1022,45.96,SUCCESS
simple,110,929,43.7,SUCCESS
simple,111,1073,45.29,SUCCESS
simple,112,999,42.87,SUCCESS
simple,113,1146,41.75,SUCCESS
simple,114,1021,40.77,SUCCESS
simple,115,826,45.31,SUCCESS
simple,116,907,42.14,SUCCESS
simple,117,1049,43.59,SUCCESS
simple,118,1023,42.08,SUCCESS
simple,119,1009,42.59,SUCCESS
simple,120,1068,44.59,SUCCESS
simple,121,952,41.78,SUCCESS
simple,122,1122,43.61,SUCCESS
simple,123,1029,40.86,SUCCESS
simple,124,925,43.11,SUCCESS
simple,125,1044,44.49,SUCCESS
simple,126,1068,41.13,SUCCESS
simple,127,880,41.31,SUCCESS
simple,128,1183,43.15,SUCCESS
simple,129,956,44.53,SUCCESS
heft,100,973,45.43,SUCCESS
heft,101,1009,40.88,SUCCESS
heft,102,1023,44.65,SUCCESS
heft,103,1075,40.72,SUCCESS
heft,104,1001,41.33,SUCCESS
heft,105,1053,44.42,SUCCESS
heft,106,1105,44.37,SUCCESS
heft,107,1100,40.91,SUCCESS
heft,108,1076,41.89,SUCCESS
heft,109,1037,45.83,SUCCESS
heft,110,945,44.44,SUCCESS
heft,111,1005,40.8,SUCCESS
heft,112,1011,43.18,SUCCESS
heft,113,1116,40.21,SUCCESS
heft,114,1073,43.41,SUCCESS
heft,115,859,46.77,SUCCESS
heft,116,968,44.5,SUCCESS
heft,117,978,41.87,SUCCESS
heft,118,971,40.53,SUCCESS
heft,119,1009,43.19,SUCCESS
heft,120,1058,46.55,SUCCESS
heft,121,944,41.13,SUCCESS
heft,122,1139,45.83,SUCCESS
heft,123,1029,41.81,SUCCESS
heft,124,944,44.44,SUCCESS
heft,125,972,42.39,SUCCESS
heft,126,1068,42.11,SUCCESS
heft,127,933,43.78,SUCCESS
heft,128,1187,42.54,SUCCESS
heft,129,977,44.11,SUCCESS
dls,100,892,40.53,SUCCESS
dls,101,1021,41.04,SUCCESS
dls,102,941,40.33,SUCCESS
dls,103,1065,39.53,SUCCESS
dls,104,987,41.57,SUCCESS
dls,105,984,40.02,SUCCESS
dls,106,1020,39.12,SUCCESS
dls,107,1062,38.32,SUCCESS
dls,108,1049,40.2,SUCCESS
dls,109,947,39.23,SUCCESS
dls,110,892,42.94,SUCCESS
dls,111,961,39.44,SUCCESS
dls,112,938,41.26,SUCCESS
dls,113,1070,37.03,SUCCESS
dls,114,1054,43.22,SUCCESS
dls,115,787,43.49,SUCCESS
dls,116,919,41.4,SUCCESS
dls,117,1011,41.44,SUCCESS
dls,118,974,41.17,SUCCESS
dls,119,1007,40.86,SUCCESS
dls,120,994,40.52,SUCCESS
dls,121,954,44.18,SUCCESS
dls,122,1105,43.76,SUCCESS
dls,123,1021,40.74,SUCCESS
dls,124,912,43.89,SUCCESS
dls,125,998,42.66,SUCCESS
dls,126,1043,40.1,SUCCESS
dls,127,893,43.84,SUCCESS
dls,128,1189,41.59,SUCCESS
dls,129,882,40.7,SUCCESS
heft-dls,100,913,41.76,SUCCESS
heft-dls,101,1015,40.05,SUCCESS
heft-dls,102,967,41.57,SUCCESS
heft-dls,103,995,37.16,SUCCESS
heft-dls,104,967,40.18,SUCCESS
heft-dls,105,1003,40.3,SUCCESS
heft-dls,106,1049,39.7,SUCCESS
heft-dls,107,1017,37.66,SUCCESS
heft-dls,108,1040,39.62,SUCCESS
heft-dls,109,957,40.94,SUCCESS
heft-dls,110,910,44.7,SUCCESS
heft-dls,111,1009,42.42,SUCCESS
heft-dls,112,943,38.92,SUCCESS
heft-dls,113,1083,38.23,SUCCESS
heft-dls,114,1058,42.34,SUCCESS
heft-dls,115,822,44.31,SUCCESS
heft-dls,116,843,38.73,SUCCESS
heft-dls,117,974,38.04,SUCCESS
heft-dls,118,1010,43.71,SUCCESS
heft-dls,119,973,38.41,SUCCESS
heft-dls,120,976,40.78,SUCCESS
heft-dls,121,886,37.27,SUCCESS
heft-dls,122,1050,41.69,SUCCESS
heft-dls,123,1012,42.89,SUCCESS
heft-dls,124,917,42.91,SUCCESS
heft-dls,125,974,39.84,SUCCESS
heft-dls,126,1011,38.6,SUCCESS
heft-dls,127,872,42.32,SUCCESS
heft-dls,128,1165,40.56,SUCCESS
heft-dls,129,898,41.4,SUCCESS
