scheduler,seed,total_steps,avg_wait_pct,status
simple,100,390,35.32,SUCCESS
simple,101,375,31.53,SUCCESS
simple,102,447,45.64,SUCCESS
simple,103,470,33.03,SUCCESS
simple,104,389,40.1,SUCCESS
simple,105,489,36.25,SUCCESS
simple,106,601,25.79,SUCCESS
simple,107,578,27.55,SUCCESS
simple,108,382,32.2,SUCCESS
simple,109,392,44.32,SUCCESS
simple,110,339,37.68,SUCCESS
simple,111,399,34.27,SUCCESS
simple,112,452,31.25,SUCCESS
simple,113,463,33.59,SUCCESS
simple,114,468,36.91,SUCCESS
simple,115,362,34.32,SUCCESS
simple,116,466,36.16,SUCCESS
simple,117,,,BLOCKED_BY_FAULTrobot0 has critically faulted and is blocking goal0. Simulation cannot proceed.
simple,118,422,36.73,SUCCESS
simple,119,428,33.12,SUCCESS
simple,120,,,BLOCKED_BY_FAULTrobot0 has critically faulted and is blocking goal1. Simulation cannot proceed.
simple,121,781,20.23,SUCCESS
simple,122,465,31.77,SUCCESS
simple,123,360,36.46,SUCCESS
simple,124,376,33.98,SUCCESS
simple,125,480,36.2,SUCCESS
simple,126,544,28.35,SUCCESS
simple,127,241,39.21,SUCCESS
simple,128,525,29.33,SUCCESS
simple,129,,,BLOCKED_BY_FAULTrobot1 has critically faulted and is blocking goal0. Simulation cannot proceed.
heft,100,409,33.07,SUCCESS
heft,101,391,39.51,SUCCESS
heft,102,529,35.54,SUCCESS
heft,103,487,34.65,SUCCESS
heft,104,390,37.12,SUCCESS
heft,105,461,29.88,SUCCESS
heft,106,475,35.21,SUCCESS
heft,107,512,39.75,SUCCESS
heft,108,399,36.09,SUCCESS
heft,109,400,43.88,SUCCESS
heft,110,337,32.94,SUCCESS
heft,111,347,31.34,SUCCESS
heft,112,482,34.6,SUCCESS
heft,113,493,37.42,SUCCESS
heft,114,463,37.96,SUCCESS
heft,115,384,35.81,SUCCESS
heft,116,486,41.0,SUCCESS
heft,117,466,26.56,SUCCESS
heft,118,452,37.89,SUCCESS
heft,119,423,32.92,SUCCESS
heft,120,472,36.44,SUCCESS
heft,121,796,20.07,SUCCESS
heft,122,498,33.08,SUCCESS
heft,123,342,34.28,SUCCESS
heft,124,367,35.83,SUCCESS
heft,125,467,33.73,SUCCESS
heft,126,534,29.17,SUCCESS
heft,127,241,39.21,SUCCESS
heft,128,480,33.65,SUCCESS
heft,129,465,29.41,SUCCESS
dls,100,394,32.93,SUCCESS
dls,101,382,33.64,SUCCESS
dls,102,434,38.54,SUCCESS
dls,103,444,30.12,SUCCESS
dls,104,413,36.74,SUCCESS
dls,105,464,35.24,SUCCESS
dls,106,465,33.01,SUCCESS
dls,107,488,34.58,SUCCESS
dls,108,,,BLOCKED_BY_FAULTrobot3 has critically faulted and is blocking goal0. Simulation cannot proceed.
dls,109,537,31.28,SUCCESS
dls,110,360,37.85,SUCCESS
dls,111,375,36.47,SUCCESS
dls,112,509,35.9,SUCCESS
dls,113,454,35.85,SUCCESS
dls,114,444,32.49,SUCCESS
dls,115,341,33.94,SUCCESS
dls,116,443,35.84,SUCCESS
dls,117,490,28.21,SUCCESS
dls,118,415,32.17,SUCCESS
dls,119,,,BLOCKED_BY_FAULTrobot1 has critically faulted and is blocking goal0. Simulation cannot proceed.
dls,120,494,34.51,SUCCESS
dls,121,579,25.09,SUCCESS
dls,122,453,45.53,SUCCESS
dls,123,352,38.85,SUCCESS
dls,124,366,33.27,SUCCESS
dls,125,499,38.23,SUCCESS
dls,126,526,33.08,SUCCESS
dls,127,267,50.56,SUCCESS
dls,128,461,30.86,SUCCESS
dls,129,468,26.28,SUCCESS
heft-dls,100,379,30.67,SUCCESS
heft-dls,101,387,32.82,SUCCESS
heft-dls,102,461,44.96,SUCCESS
heft-dls,103,452,39.16,SUCCESS
heft-dls,104,,,BLOCKED_BY_FAULTrobot2 has critically faulted and is blocking goal0. Simulation cannot proceed.
heft-dls,105,,,SIM_ERRORSimulation still running after step limit
heft-dls,106,455,36.15,SUCCESS
heft-dls,107,473,35.57,SUCCESS
heft-dls,108,351,34.54,SUCCESS
heft-dls,109,410,34.82,SUCCESS
heft-dls,110,354,39.55,SUCCESS
heft-dls,111,382,35.21,SUCCESS
heft-dls,112,513,39.18,SUCCESS
heft-dls,113,471,35.83,SUCCESS
heft-dls,114,444,38.96,SUCCESS
heft-dls,115,365,36.03,SUCCESS
heft-dls,116,519,30.15,SUCCESS
heft-dls,117,530,28.11,SUCCESS
heft-dls,118,418,42.4,SUCCESS
heft-dls,119,459,27.29,SUCCESS
heft-dls,120,498,38.86,SUCCESS
heft-dls,121,,,SIM_ERRORSimulation still running after step limit
heft-dls,122,,,BLOCKED_BY_FAULTrobot3 has critically faulted and is blocking goal1. Simulation cannot proceed.
heft-dls,123,357,32.63,SUCCESS
heft-dls,124,351,37.04,SUCCESS
heft-dls,125,481,38.46,SUCCESS
heft-dls,126,461,34.71,SUCCESS
heft-dls,127,222,46.73,SUCCESS
heft-dls,128,536,27.43,SUCCESS
heft-dls,129,434,30.01,SUCCESS
