scheduler,seed,total_steps,avg_wait_pct,status
simple,100,1344,45.22,SUCCESS
simple,101,1327,40.83,SUCCESS
simple,102,1268,39.83,SUCCESS
simple,103,1407,41.67,SUCCESS
simple,104,1299,41.72,SUCCESS
simple,105,1392,39.53,SUCCESS
simple,106,1407,42.52,SUCCESS
simple,107,1385,39.68,SUCCESS
simple,108,1363,40.61,SUCCESS
simple,109,1333,44.37,SUCCESS
simple,110,1283,44.12,SUCCESS
simple,111,1313,42.88,SUCCESS
simple,112,1393,45.64,SUCCESS
simple,113,1479,40.84,SUCCESS
simple,114,1387,42.92,SUCCESS
simple,115,1116,43.03,SUCCESS
simple,116,1247,43.77,SUCCESS
simple,117,1392,41.22,SUCCESS
simple,118,1393,42.71,SUCCESS
simple,119,1381,44.44,SUCCESS
simple,120,1339,43.8,SUCCESS
simple,121,1347,41.2,SUCCESS
simple,122,1374,41.56,SUCCESS
simple,123,1354,42.17,SUCCESS
simple,124,1195,41.86,SUCCESS
simple,125,1362,43.28,SUCCESS
simple,126,1436,42.36,SUCCESS
simple,127,1169,41.27,SUCCESS
simple,128,1382,39.74,SUCCESS
simple,129,1212,42.18,SUCCESS
heft,100,1280,43.26,SUCCESS
heft,101,1382,41.7,SUCCESS
heft,102,1309,41.6,SUCCESS
heft,103,1426,40.74,SUCCESS
heft,104,1311,40.75,SUCCESS
heft,105,1386,39.36,SUCCESS
heft,106,1393,42.55,SUCCESS
heft,107,1413,39.58,SUCCESS
heft,108,1377,40.03,SUCCESS
heft,109,1317,45.31,SUCCESS
heft,110,1320,44.39,SUCCESS
heft,111,1352,42.01,SUCCESS
heft,112,1345,43.48,SUCCESS
heft,113,1476,40.26,SUCCESS
heft,114,1369,41.96,SUCCESS
heft,115,1139,44.4,SUCCESS
heft,116,1239,44.37,SUCCESS
heft,117,1368,40.35,SUCCESS
heft,118,1425,44.32,SUCCESS
heft,119,1378,44.87,SUCCESS
heft,120,1354,44.0,SUCCESS
heft,121,1358,39.62,SUCCESS
heft,122,1398,41.43,SUCCESS
heft,123,1369,43.33,SUCCESS
heft,124,1214,44.07,SUCCESS
heft,125,1316,43.47,SUCCESS
heft,126,1478,45.2,SUCCESS
heft,127,1216,43.73,SUCCESS
heft,128,1329,38.26,SUCCESS
heft,129,1174,40.2,SUCCESS
dls,100,1230,41.89,SUCCESS
dls,101,1348,40.37,SUCCESS
dls,102,1307,39.4,SUCCESS
dls,103,1367,41.57,SUCCESS
dls,104,1273,40.16,SUCCESS
dls,105,1361,38.96,SUCCESS
dls,106,1375,41.95,SUCCESS
dls,107,1403,38.17,SUCCESS
dls,108,1311,39.36,SUCCESS
dls,109,1314,43.04,SUCCESS
dls,110,1247,41.96,SUCCESS
dls,111,1307,41.16,SUCCESS
dls,112,1253,39.9,SUCCESS
dls,113,1442,36.88,SUCCESS
dls,114,1368,41.25,SUCCESS
dls,115,1095,43.77,SUCCESS
dls,116,1224,43.55,SUCCESS
dls,117,1357,39.31,SUCCESS
dls,118,1333,42.63,SUCCESS
dls,119,1284,41.47,SUCCESS
dls,120,1316,41.93,SUCCESS
dls,121,1338,41.74,SUCCESS
dls,122,1370,40.44,SUCCESS
dls,123,1309,39.21,SUCCESS
dls,124,1218,43.72,SUCCESS
dls,125,1305,39.54,SUCCESS
dls,126,1358,40.43,SUCCESS
dls,127,1160,41.14,SUCCESS
dls,128,1366,38.45,SUCCESS
dls,129,1159,40.14,SUCCESS
heft-dls,100,1257,40.99,SUCCESS
heft-dls,101,1380,40.25,SUCCESS
heft-dls,102,1276,39.87,SUCCESS
heft-dls,103,1306,38.69,SUCCESS
heft-dls,104,1295,40.21,SUCCESS
heft-dls,105,1340,36.25,SUCCESS
heft-dls,106,1351,39.3,SUCCESS
heft-dls,107,1355,37.86,SUCCESS
heft-dls,108,1333,40.12,SUCCESS
heft-dls,109,1252,42.79,SUCCESS
heft-dls,110,1245,41.75,SUCCESS
heft-dls,111,1295,41.16,SUCCESS
heft-dls,112,1326,43.34,SUCCESS
heft-dls,113,1381,36.28,SUCCESS
heft-dls,114,1339,40.63,SUCCESS
heft-dls,115,1144,44.8,SUCCESS
heft-dls,116,1206,41.52,SUCCESS
heft-dls,117,1347,39.4,SUCCESS
heft-dls,118,1332,41.69,SUCCESS
heft-dls,119,1301,41.01,SUCCESS
heft-dls,120,1297,38.72,SUCCESS
heft-dls,121,1304,38.48,SUCCESS
heft-dls,122,1360,40.11,SUCCESS
heft-dls,123,1252,38.44,SUCCESS
heft-dls,124,1181,40.73,SUCCESS
heft-dls,125,1291,39.12,SUCCESS
heft-dls,126,1380,42.01,SUCCESS
heft-dls,127,1140,41.07,SUCCESS
heft-dls,128,1348,38.85,SUCCESS
heft-dls,129,1178,41.07,SUCCESS
